user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
sak_2013_06_06_36m_metaG_bin.9	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__WLMZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_009726095.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__WLMZ01;s__WLMZ01 sp009726095	79.1	0.51	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	84.26	11	0.9485362151170246	N/A
sak_2013_06_06_40m_metaG_bin.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__QYOJ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_007280875.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__QYOJ01;s__QYOJ01 sp007280875	77.55	0.28	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__QYOJ01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_014382125.1, s__QYOJ01 sp014382125, 95.0, 76.77, 0.17	90.11	11	0.9385906840096087	N/A
sak_2013_06_06_40m_metaG_bin.10	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__RPRI01;g__RPRI01;s__	N/A	N/A	N/A	N/A	N/A	GCA_003818505.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__RPRI01;g__RPRI01;s__RPRI01 sp003818505	83.97	0.73	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__RPRI01;g__RPRI01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_011391695.1, s__RPRI01 sp011391695, 95.0, 82.11, 0.56	90.37	11	0.9569989164831711	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2013_06_06_40m_metaG_bin.11	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2711565;g__GCA-002840985;s__	N/A	N/A	N/A	N/A	N/A	GCA_002840985.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2711565;g__GCA-002840985;s__GCA-002840985 sp002840985	87.06	0.7	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2711565;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	86.78	11	0.9823878896311379	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2013_06_06_40m_metaG_bin.12	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__CAIZQW01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903935195.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__CAIZQW01;s__CAIZQW01 sp903935195	78.77	0.24	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	77.63	11	0.9415982044314728	N/A
sak_2013_06_06_40m_metaG_bin.13	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__Fen-1258;s__	N/A	N/A	N/A	N/A	N/A	GCA_002839795.1	95.0	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__Fen-1258;s__Fen-1258 sp002839795	77.2	0.22	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__Fen-1258;s__	taxonomic classification defined by topology and ANI	N/A	GCA_012026935.1, s__Fen-1258 sp012026935, 95.0, 76.77, 0.11; GCA_007280825.1, s__Fen-1258 sp007280825, 95.0, 75.91, 0.09; GCA_003155655.1, s__Fen-1258 sp003155655, 95.0, 75.54, 0.1	51.7	11	0.9414388621758254	N/A
sak_2013_06_06_40m_metaG_bin.14	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__CAIVAT01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903945175.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__CAIVAT01;s__CAIVAT01 sp903945175	81.11	0.58	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__CAIVAT01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903885595.1, s__CAIVAT01 sp903885595, 95.0, 78.34, 0.39; GCA_903903985.1, s__CAIVAT01 sp903903985, 95.0, 77.69, 0.31; GCA_903925275.1, s__CAIVAT01 sp903925275, 95.0, 77.56, 0.26; GCA_903828645.1, s__CAIVAT01 sp903828645, 95.0, 77.56, 0.27; GCA_903926565.1, s__CAIVAT01 sp903926565, 95.0, 77.54, 0.22; GCA_903928285.1, s__CAIVAT01 sp903928285, 95.0, 77.45, 0.2; GCA_903959905.1, s__CAIVAT01 sp903959905, 95.0, 77.43, 0.24; GCA_903913885.1, s__CAIVAT01 sp903913885, 95.0, 77.39, 0.24; GCA_903845055.1, s__CAIVAT01 sp903845055, 95.0, 77.33, 0.22; GCA_903875045.1, s__CAIVAT01 sp903875045, 95.0, 77.22, 0.26	63.55	11	0.9756925136203339	N/A
sak_2013_06_06_40m_metaG_bin.15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__UBA10906;s__UBA10906 sp903889445	GCA_903889445.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__UBA10906;s__UBA10906 sp903889445	95.43	0.88	GCA_903889445.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__UBA10906;s__UBA10906 sp903889445	95.43	0.88	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__UBA10906;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903870545.1, s__UBA10906 sp903870545, 95.0, 90.5, 0.84; GCA_014191975.1, s__UBA10906 sp014191975, 95.0, 82.73, 0.52; GCA_903848935.1, s__UBA10906 sp903848935, 95.0, 82.43, 0.7; GCA_903867225.1, s__UBA10906 sp903867225, 95.0, 82.19, 0.67; GCA_903847275.1, s__UBA10906 sp903847275, 95.0, 82.0, 0.63; GCA_903876445.1, s__UBA10906 sp903876445, 95.0, 80.63, 0.58; GCA_903834465.1, s__UBA10906 sp903834465, 95.0, 80.53, 0.64; GCA_903877065.1, s__UBA10906 sp903877065, 95.0, 80.52, 0.56; GCA_903904275.1, s__UBA10906 sp903904275, 95.0, 79.51, 0.46; GCA_900299045.1, s__UBA10906 sp900299045, 95.0, 77.66, 0.23; GCA_903848905.1, s__UBA10906 sp903848905, 95.0, 77.59, 0.27; GCA_903953455.1, s__UBA10906 sp903953455, 95.0, 77.35, 0.24; GCA_003542275.1, s__UBA10906 sp003542275, 95.0, 76.89, 0.22	86.24	11	N/A	N/A
sak_2013_06_06_40m_metaG_bin.17	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp903909505	GCA_903909505.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp903909505	95.72	0.75	GCA_903909505.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp903909505	95.72	0.75	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903839535.1, s__RAAP-1 sp903839535, 95.0, 84.26, 0.53; GCA_903953895.1, s__RAAP-1 sp903953895, 95.0, 81.44, 0.51; GCA_001443525.1, s__RAAP-1 sp001443525, 95.0, 78.18, 0.19	54.34	11	N/A	N/A
sak_2013_06_06_40m_metaG_bin.18	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__	N/A	N/A	N/A	N/A	N/A	GCA_903852325.1	95.0	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__UBA6249 sp903852325	77.91	0.21	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002796135.1, s__UBA6249 sp002796135, 95.0, 77.76, 0.35; GCA_903907475.1, s__UBA6249 sp903907475, 95.0, 77.69, 0.36; GCA_002441245.1, s__UBA6249 sp002441245, 95.0, 76.96, 0.26; GCA_002441305.1, s__UBA6249 sp002441305, 95.0, 76.84, 0.07; GCA_004298075.1, s__UBA6249 sp004298075, 95.0, 76.39, 0.1	77.51	11	0.9454055206842266	N/A
sak_2013_06_06_40m_metaG_bin.19	d__Bacteria;p__Caldatribacteriota;c__JS1;o__SB-45;f__34-128;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Caldatribacteriota;c__JS1;o__SB-45;f__34-128;g__;s__	taxonomic novelty determined using RED	N/A	N/A	85.96	11	0.9132988305075418	N/A
sak_2013_06_06_40m_metaG_bin.2	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA1315;s__	N/A	N/A	N/A	N/A	N/A	GCA_903888515.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA1315;s__UBA1315 sp903888515	82.38	0.5	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA1315;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903934285.1, s__UBA1315 sp903934285, 95.0, 79.54, 0.33; GCA_003820635.1, s__UBA1315 sp003820635, 95.0, 79.49, 0.4; GCA_903826205.1, s__UBA1315 sp903826205, 95.0, 79.31, 0.3; GCA_903906515.1, s__UBA1315 sp903906515, 95.0, 79.09, 0.33; GCA_903930425.1, s__UBA1315 sp903930425, 95.0, 79.01, 0.42; GCA_903919975.1, s__UBA1315 sp903919975, 95.0, 78.85, 0.33; GCA_903827375.1, s__UBA1315 sp903827375, 95.0, 78.67, 0.25; GCA_903908495.1, s__UBA1315 sp903908495, 95.0, 78.66, 0.27; GCA_903875675.1, s__UBA1315 sp903875675, 95.0, 78.57, 0.24; GCA_903909905.1, s__UBA1315 sp903909905, 95.0, 78.15, 0.31; GCA_008932935.1, s__UBA1315 sp008932935, 95.0, 77.93, 0.33; GCA_007126655.1, s__UBA1315 sp007126655, 95.0, 77.72, 0.17; GCA_008932955.1, s__UBA1315 sp008932955, 95.0, 77.66, 0.32; GCA_005787565.1, s__UBA1315 sp005787565, 95.0, 77.08, 0.17; GCA_009885905.1, s__UBA1315 sp009885905, 95.0, 76.92, 0.12; GCA_903837825.1, s__UBA1315 sp903837825, 95.0, 76.88, 0.15; GCA_002307065.1, s__UBA1315 sp002307065, 95.0, 76.82, 0.14; GCA_014379305.1, s__UBA1315 sp014379305, 95.0, 76.42, 0.1; GCA_012032235.1, s__UBA1315 sp012032235, 95.0, 76.3, 0.08; GCA_004294095.1, s__UBA1315 sp004294095, 95.0, 75.95, 0.08	89.06	11	0.9729513731359448	N/A
sak_2013_06_06_40m_metaG_bin.20	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__	N/A	N/A	N/A	N/A	N/A	GCA_005843805.1	95.0	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp005843805	79.57	0.47	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000020645.1, s__Chlorobium phaeoclathratiforme, 95.0, 80.04, 0.5; GCA_903820085.1, s__Chlorobium sp903820085, 95.0, 79.94, 0.49; GCA_903865705.1, s__Chlorobium sp903865705, 95.0, 79.83, 0.44; GCA_013334755.1, s__Chlorobium sp013334755, 95.0, 79.8, 0.55; GCA_903822595.1, s__Chlorobium sp903822595, 95.0, 79.58, 0.48; GCA_903939765.1, s__Chlorobium sp903939765, 95.0, 79.55, 0.48; GCA_012972835.1, s__Chlorobium sp012972835, 95.0, 79.54, 0.42; GCA_903882665.1, s__Chlorobium sp903882665, 95.0, 79.48, 0.48; GCA_903937835.1, s__Chlorobium sp903937835, 95.0, 79.36, 0.42; GCA_903994455.1, s__Chlorobium sp903994455, 95.0, 79.34, 0.37; GCF_000168715.1, s__Chlorobium ferrooxidans, 95.0, 79.34, 0.4; GCA_903994635.1, s__Chlorobium sp903994635, 95.0, 79.33, 0.32; GCA_903942355.1, s__Chlorobium sp903942355, 95.0, 79.3, 0.41; GCA_903917955.1, s__Chlorobium sp903917955, 95.0, 79.28, 0.42; GCA_903824295.1, s__Chlorobium sp903824295, 95.0, 79.25, 0.46; GCA_903887845.1, s__Chlorobium sp903887845, 95.0, 79.22, 0.43; GCF_011601315.1, s__Chlorobium sp011601315, 95.0, 79.21, 0.44; GCA_903871235.1, s__Chlorobium sp903871235, 95.0, 79.2, 0.43; GCA_903836465.1, s__Chlorobium sp903836465, 95.0, 79.11, 0.43; GCA_903851535.1, s__Chlorobium sp903851535, 95.0, 79.11, 0.4; GCA_903840935.1, s__Chlorobium sp903840935, 95.0, 79.08, 0.47; GCA_012972825.1, s__Chlorobium sp012972825, 95.0, 79.01, 0.4; GCA_903839405.1, s__Chlorobium sp903839405, 95.0, 78.99, 0.41; GCA_903851385.1, s__Chlorobium sp903851385, 95.0, 78.99, 0.38; GCA_013334485.1, s__Chlorobium sp013334485, 95.0, 78.9, 0.36; GCA_903920215.1, s__Chlorobium sp903920215, 95.0, 78.87, 0.37; GCA_903869365.1, s__Chlorobium sp903869365, 95.0, 78.84, 0.41; GCA_903843305.1, s__Chlorobium sp903843305, 95.0, 78.81, 0.41; GCA_005862225.1, s__Chlorobium sp005862225, 95.0, 78.75, 0.36; GCA_903940125.1, s__Chlorobium sp903940125, 95.0, 78.75, 0.37; GCA_005843825.1, s__Chlorobium sp005843825, 95.0, 78.68, 0.38; GCF_000015125.1, s__Chlorobium phaeobacteroides, 95.0, 78.67, 0.25; GCA_903994365.1, s__Chlorobium sp903994365, 95.0, 78.66, 0.33; GCA_903895485.1, s__Chlorobium sp903895485, 95.0, 78.61, 0.36; GCA_903866255.1, s__Chlorobium sp903866255, 95.0, 78.56, 0.34; GCA_903824045.1, s__Chlorobium sp903824045, 95.0, 78.55, 0.3; GCA_903895195.1, s__Chlorobium sp903895195, 95.0, 78.53, 0.37; GCA_903838025.1, s__Chlorobium sp903838025, 95.0, 78.46, 0.37; GCA_903994525.1, s__Chlorobium sp903994525, 95.0, 78.35, 0.27; GCA_903929845.1, s__Chlorobium sp903929845, 95.0, 78.32, 0.35; GCA_903915955.1, s__Chlorobium sp903915955, 95.0, 78.31, 0.33; GCA_903908555.1, s__Chlorobium sp903908555, 95.0, 78.29, 0.27; GCA_903904495.1, s__Chlorobium sp903904495, 95.0, 78.25, 0.42; GCA_903874585.1, s__Chlorobium sp903874585, 95.0, 78.16, 0.2; GCA_005843835.1, s__Chlorobium sp005843835, 95.0, 78.1, 0.29; GCA_005843815.1, s__Chlorobium sp005843815, 95.0, 78.06, 0.37; GCA_903859055.1, s__Chlorobium sp903859055, 95.0, 78.05, 0.27; GCF_001509575.1, s__Chlorobium limicola_A, 95.0, 77.99, 0.23; GCF_000020465.1, s__Chlorobium limicola, 95.0, 77.86, 0.26; GCA_013334435.1, s__Chlorobium sp013334435, 95.0, 77.85, 0.26; GCA_903838095.1, s__Chlorobium sp903838095, 95.0, 77.77, 0.29; GCF_000012585.1, s__Chlorobium chlorochromatii, 95.0, 77.72, 0.06; GCA_903928225.1, s__Chlorobium sp903928225, 95.0, 77.65, 0.21; GCA_005862285.1, s__Chlorobium sp005862285, 95.0, 77.64, 0.26; GCA_013334225.1, s__Chlorobium sp013334225, 95.0, 77.6, 0.27; GCF_000016085.1, s__Chlorobium phaeovibrioides, 95.0, 77.59, 0.18; GCA_013334565.1, s__Chlorobium sp013334565, 95.0, 77.56, 0.21; GCA_013336025.1, s__Chlorobium sp013336025, 95.0, 77.5, 0.26; GCA_013335405.1, s__Chlorobium sp013335405, 95.0, 77.38, 0.24; GCA_001622165.1, s__Chlorobium luteolum_B, 95.0, 77.38, 0.14; GCF_000012485.1, s__Chlorobium luteolum, 95.0, 77.22, 0.15; GCA_013203905.1, s__Chlorobium sp013203905, 95.0, 77.1, 0.18; GCF_004332115.1, s__Chlorobium sp004332115, 95.0, 76.69, 0.11	91.52	11	0.9303498499202594	N/A
sak_2013_06_06_40m_metaG_bin.21	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__QYOJ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_007280875.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__QYOJ01;s__QYOJ01 sp007280875	77.37	0.25	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__QYOJ01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_014382125.1, s__QYOJ01 sp014382125, 95.0, 76.48, 0.14	88.86	11	0.9398196295830076	N/A
sak_2013_06_06_40m_metaG_bin.22	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	94.57	0.89	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	77.8	11	0.9898761411181802	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2013_06_06_40m_metaG_bin.23	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__E26-bin7;f__JACIWR01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_014360845.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__E26-bin7;f__JACIWR01;g__JACIWR01;s__JACIWR01 sp014360845	76.97	0.09	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__E26-bin7;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	66.98	11	0.7386059688271525	N/A
sak_2013_06_06_40m_metaG_bin.24	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__9FT-COMBO-48-23;s__	N/A	N/A	N/A	N/A	N/A	GCA_001795315.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__9FT-COMBO-48-23;s__9FT-COMBO-48-23 sp001795315	86.26	0.76	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	76.37	11	0.9450929319048124	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2013_06_06_40m_metaG_bin.25	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__CAIQIC01;g__DP16D-bin41;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__CAIQIC01;g__DP16D-bin41;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903912445.1, s__DP16D-bin41 sp903912445, 95.0, 84.77, 0.72; GCA_903896925.1, s__DP16D-bin41 sp903896925, 95.0, 83.42, 0.75; GCA_903889245.1, s__DP16D-bin41 sp903889245, 95.0, 82.47, 0.7; GCA_004321905.1, s__DP16D-bin41 sp004321905, 95.0, 79.19, 0.25	57.2	11	0.9508158917958015	Genome has more than 10.0% of markers with multiple hits
sak_2013_06_06_40m_metaG_bin.26	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__CAITKP01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903885085.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__CAITKP01;s__CAITKP01 sp903885085	94.55	0.75	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__CAITKP01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903892995.1, s__CAITKP01 sp903892995, 95.0, 81.32, 0.54	87.47	11	0.992636613044923	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2013_06_06_40m_metaG_bin.27	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__CAIXSE01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__CAIXSE01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903927755.1, s__CAIXSE01 sp903927755, 95.0, 82.78, 0.67; GCA_012514235.1, s__CAIXSE01 sp012514235, 95.0, 81.48, 0.59; GCA_903912585.1, s__CAIXSE01 sp903912585, 95.0, 81.4, 0.48; GCA_903862845.1, s__CAIXSE01 sp903862845, 95.0, 81.3, 0.64; GCA_012719015.1, s__CAIXSE01 sp012719015, 95.0, 80.96, 0.51; GCA_903921965.1, s__CAIXSE01 sp903921965, 95.0, 80.32, 0.41	76.59	11	0.9145261887378702	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2013_06_06_40m_metaG_bin.28	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__B18-G4;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	96.29	11	0.8416444964953638	N/A
sak_2013_06_06_40m_metaG_bin.29	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__CAIMUM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__;s__	taxonomic novelty determined using RED	N/A	N/A	83.36	11	0.9439356047634984	N/A
sak_2013_06_06_40m_metaG_bin.4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloumidiphilus;s__Methyloumidiphilus sp903857165	GCA_903857165.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloumidiphilus;s__Methyloumidiphilus sp903857165	96.4	0.79	GCA_903857165.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloumidiphilus;s__Methyloumidiphilus sp903857165	96.4	0.79	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloumidiphilus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903930145.1, s__Methyloumidiphilus sp903930145, 95.0, 79.6, 0.44; GCA_903911305.1, s__Methyloumidiphilus sp903911305, 95.0, 79.55, 0.42; GCA_003242955.1, s__Methyloumidiphilus alinensis, 95.0, 79.53, 0.44; GCA_903859815.1, s__Methyloumidiphilus sp903859815, 95.0, 79.24, 0.44; GCA_903934875.1, s__Methyloumidiphilus sp903934875, 95.0, 79.1, 0.43	72.46	11	N/A	N/A
sak_2013_06_06_40m_metaG_bin.5	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	96.11	11	0.8903998778712655	N/A
sak_2013_06_06_40m_metaG_bin.6	d__Bacteria;p__UBA3054;c__UBA3054;o__UBA3054;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__UBA3054;c__UBA3054;o__UBA3054;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	85.35	11	0.7073221526647916	N/A
sak_2013_06_06_40m_metaG_bin.7	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	81.34	11	0.9033248959846569	N/A
sak_2013_06_06_40m_metaG_bin.8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__CAIRDP01;s__CAIRDP01 sp903916595	GCA_903916595.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__CAIRDP01;s__CAIRDP01 sp903916595	97.99	0.87	GCA_903916595.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__CAIRDP01;s__CAIRDP01 sp903916595	97.99	0.87	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__CAIRDP01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903887775.1, s__CAIRDP01 sp903887775, 95.0, 78.9, 0.48; GCA_903877385.1, s__CAIRDP01 sp903877385, 95.0, 78.32, 0.4; GCA_903837605.1, s__CAIRDP01 sp903837605, 95.0, 78.31, 0.4; GCA_903824935.1, s__CAIRDP01 sp903824935, 95.0, 78.11, 0.29	85.35	11	N/A	N/A
